name,city,link
Культура і мистецтво у сучасному світі,Київ,http://nbuv.gov.ua/j-tit/Kmss
Збірник наукових праць Українського державного університету залізничного транспорту,Харків,http://nbuv.gov.ua/j-tit/Znpudazt
Технічні науки та технології,,http://nbuv.gov.ua/j-tit/tnt
Український неврологічний журнал,Київ,http://nbuv.gov.ua/j-tit/UNJ
Соціум. Документ. Комунікація ,"ерія: : Історичні науки, Переяслав-Хмельницький",http://nbuv.gov.ua/j-tit/colscart
Порівняльно-правові дослідження,Маріуполь,http://nbuv.gov.ua/j-tit/Ppd
Актуальні проблеми слов'янської філології,"ер. : Лінгвістика і літературознавство, Бердянськ",http://nbuv.gov.ua/j-tit/apsf
Вісник Дніпропетровського університету,"ерія : Літературознавство. Соціальні комунікації, Дніпропетровськ",http://nbuv.gov.ua/j-tit/Soc_komun
Економічні науки,"ерія : Економічна теорія та економічна історія, Луцьк",http://nbuv.gov.ua/j-tit/ecnet
Метрологія та прилади,Глеваха,http://nbuv.gov.ua/j-tit/mettpr
Науковий вісник Льотної академії,"ерія : Педагогічні науки, Кропивницький",http://nbuv.gov.ua/j-tit/sbfasps
Культура і сучасність,Київ,http://nbuv.gov.ua/j-tit/Kis
Збірник наукових праць Українського інституту сталевих конструкцій імені В. М. Шимановського,Київ,http://nbuv.gov.ua/j-tit/ZNPISK
Техногенно-екологічна безпека,,http://nbuv.gov.ua/j-tit/techecolsaf
Український нумізматичний щорічник,Київ,http://nbuv.gov.ua/j-tit/ukrnuman
Соціум. Документ. Комунікація ,"ерія : Філологічні науки, Переяслав-Хмельницький",http://nbuv.gov.ua/j-tit/sdc
Породоразрушающий и металлообрабатывающий инструмент - техника и технология его изготовления и применения,Киев,http://nbuv.gov.ua/j-tit/Pimi
"Актуальні проблеми соціології, психології, педагогіки",Київ,http://nbuv.gov.ua/j-tit/apspp
Вісник Дніпропетровського університету,"ерія : Математика, Дніпропетровськ",http://nbuv.gov.ua/j-tit/vdumat
Економічні науки,"ерія : Облік і фінанси, Луцьк",http://nbuv.gov.ua/j-tit/ecnof
Механика твердого тела,Запоріжжя,http://nbuv.gov.ua/j-tit/mtt
Науковий вісник Мелітопольського державного педагогічного університету,"ерія : Педагогіка, Мелітополь",http://nbuv.gov.ua/j-tit/Nvmdpu
Культура народов Причерноморья,Симф.,http://nbuv.gov.ua/j-tit/KNP
Збірник наукових праць УкрДГРІ,Київ,http://nbuv.gov.ua/j-tit/UDGRI
Техногенно-екологічна безпека та цивільний захист,,http://nbuv.gov.ua/j-tit/Teb
Український педагогічний журнал,Київ,http://nbuv.gov.ua/j-tit/ukrpj
Спадщина: Літературне джерелознавство. Текстологія ,Київ,http://nbuv.gov.ua/j-tit/sldt
Порошковая металлургия,Киев,http://nbuv.gov.ua/j-tit/PM
Актуальні проблеми сучасної медицини,Харків,http://nbuv.gov.ua/j-tit/apsmh
Вісник Дніпропетровського університету,"ерія : Менеджмент інновацій, Дніпро",http://nbuv.gov.ua/j-tit/vdumi
Економічні науки,"ерія : Регіональна економіка, Луцьк",http://nbuv.gov.ua/j-tit/ecnre
Механізація та електрифікація сільського господарства,Київ,http://nbuv.gov.ua/j-tit/mesg
Науковий вісник Миколаївського державного університету імені В. О. Сухомлинського,"ерія : Біологічні науки, Миколаїв",http://nbuv.gov.ua/j-tit/nvmduc
Культура слова,Київ,http://nbuv.gov.ua/j-tit/Kuls
Збірник наукових праць Уманського державного педагогічного університету імені Павла Тичини,Умань,http://nbuv.gov.ua/j-tit/znpumdpu
Технологические системы,,http://nbuv.gov.ua/j-tit/Ts
Український психологічний журнал,Київ,http://nbuv.gov.ua/j-tit/ukpsj
Спелеологія і карстологія,Сімф.,http://nbuv.gov.ua/j-tit/sik
Посібник українського хлібороба,Київ,http://nbuv.gov.ua/j-tit/Pukh
Актуальні проблеми сучасної медицини,Полтава,http://nbuv.gov.ua/j-tit/apsm
Вісник Дніпропетровського університету,"ерія : Моделювання, Дніпро",http://nbuv.gov.ua/j-tit/vdumod
Експериментальна і клінічна медицина,Харків,http://nbuv.gov.ua/j-tit/eikm
"Механізація, екологізація та конвертація біосировини у тваринництві",Одеса,http://nbuv.gov.ua/j-tit/mekb
Науковий вісник Миколаївського національного університету імені В. О. Сухомлинського," Економічні науки, Миколаїв",http://nbuv.gov.ua/j-tit/nvmduce
Культура України,Харків,http://nbuv.gov.ua/j-tit/Ku
Збірник наукових праць Уманського національного університету садівництва,Умань,http://nbuv.gov.ua/j-tit/zhpumus
Технологический аудит и резервы производства,,http://nbuv.gov.ua/j-tit/Tatrv
Український пульмонологічний журнал,Київ,http://nbuv.gov.ua/j-tit/Upj
Спеціальні історичні дисципліни: питання теорії та методики,Київ,http://nbuv.gov.ua/j-tit/sidptm
Постметодика,Полтава,http://nbuv.gov.ua/j-tit/Postmetodyka
Актуальні проблеми сучасної філології. Літературознавство,Рівне,http://nbuv.gov.ua/j-tit/Znprdgu
Вісник Дніпропетровського університету,"ерія : Педагогіка і психологія, Дніпропетровськ",http://nbuv.gov.ua/j-tit/vdupp
Експериментальна та клінічна фізіологія і біохімія,Львів,http://nbuv.gov.ua/j-tit/ekfb
Механіка гіроскопічних систем,Харків,http://nbuv.gov.ua/j-tit/mgs
Науковий вісник Миколаївського національного університету імені В. О. Сухомлинського," Історичні науки, Миколаїв",http://nbuv.gov.ua/j-tit/Nvmdu
Культура України,"ерія : Культурологія, Харків",http://nbuv.gov.ua/j-tit/Kukl
Збірник наукових праць Університету державної фіскальної служби України,Ірпінь,http://nbuv.gov.ua/j-tit/znpnudps
Технология и конструирование в электронной аппаратуре,,http://nbuv.gov.ua/j-tit/TKEA
Український радіологічний та онкологічний журнал,Харків,http://nbuv.gov.ua/j-tit/URLZh
Спортивна медицина і фізична реабілітація,Київ,http://nbuv.gov.ua/j-tit/smed
Початкова школа,Київ,http://nbuv.gov.ua/j-tit/Psh
Актуальні проблеми сучасної філології. Мовознавчі студії,Рівне,http://nbuv.gov.ua/j-tit/Apsfm
Вісник Дніпропетровського університету,"ерія : Психологія, Дніпро",http://nbuv.gov.ua/j-tit/vdups
Екстрена медицина: від науки до практики,Київ,http://nbuv.gov.ua/j-tit/ekctrenam
Механіка та математичні методи,Киев,http://nbuv.gov.ua/j-tit/mechmatm
Науковий вісник Миколаївського національного університету імені В. О. Сухомлинського," Педагогічні науки, Миколаїв",http://nbuv.gov.ua/j-tit/Nvmdup
Культура України,"ерія : Мистецтвознавство, Харків",http://nbuv.gov.ua/j-tit/Kum
Збірник наукових праць Харківського національного педагогічного університету імені Г. С. Сковороди," ""Право"", Харків",http://nbuv.gov.ua/j-tit/znpkhnpu_pravo
Технология приборостроения,,http://nbuv.gov.ua/j-tit/Tp
Український ревматологічний журнал,Київ,http://nbuv.gov.ua/j-tit/Urj
Спортивна наука та здоров’я людини,Київ,http://nbuv.gov.ua/j-tit/spschuh
Пошукова та екологічна геохімія,Київ,http://nbuv.gov.ua/j-tit/Pteg
Актуальні проблеми транспортної медицини: навколишнє середовище; професійне здоров’я; патологія,Одеса,http://nbuv.gov.ua/j-tit/aptm
Вісник Дніпропетровського університету,"ерія : Соціальні комунікації, Дніпропетровськ",http://nbuv.gov.ua/j-tit/vdnusc
Електрифікація та автоматизація сільського господарства,,http://nbuv.gov.ua/j-tit/Easg
Механіка та машинобудування,Миронівка,http://nbuv.gov.ua/j-tit/mekhmash
Науковий вісник Миколаївського національного університету імені В. О. Сухомлинського," Психологічні науки, Миколаїв",http://nbuv.gov.ua/j-tit/Nvmdups
Культурологічна думка,Київ,http://nbuv.gov.ua/j-tit/Kultdum
Збірник наукових праць Харківського національного педагогічного університету імені Г. С. Сковороди," Економіка, Харків",http://nbuv.gov.ua/j-tit/znpkhnpu_eko
Технології розвитку інтелекту,,http://nbuv.gov.ua/j-tit/tri
Український селянин,Черкаси,http://nbuv.gov.ua/j-tit/Ukrsel
Спортивна наука України,Львів,http://nbuv.gov.ua/j-tit/SNU
"Правничий вісник Університету ""КРОК""",Київ,http://nbuv.gov.ua/j-tit/Pvuk
Актуальні проблеми української лінгвістики: теорія і практика,Київ,http://nbuv.gov.ua/j-tit/apyl
Вісник Дніпропетровського університету,"ерія : Фізика. Радіоелектроніка, Дніпро",http://nbuv.gov.ua/j-tit/vdufr
Електрифікація транспорту,,http://nbuv.gov.ua/j-tit/eltr
Мир ветеринарии,Київ,http://nbuv.gov.ua/j-tit/Mirvet
Науковий вісник Миколаївського національного університету імені В. О. Сухомлинського,"ерія : Філологічні науки, Миколаїв",http://nbuv.gov.ua/j-tit/Nvmduf
Культурологічний вісник,Запоріжжя,http://nbuv.gov.ua/j-tit/Kultv
Збірник наукових праць Харківського національного університету Повітряних Сил,Харків,http://nbuv.gov.ua/j-tit/ZKhUPS
Технології та дизайн,,http://nbuv.gov.ua/j-tit/td
Український смисл,Дніпро,http://nbuv.gov.ua/j-tit/Usmysl
Спортивний вісник Придніпров'я,Дніпро,http://nbuv.gov.ua/j-tit/svp
Правничий часопис Донецького університету,Вінниця,http://nbuv.gov.ua/j-tit/Pchdu
Актуальні проблеми української літератури і фольклору,Вінниця,http://nbuv.gov.ua/j-tit/apulf
Вісник Дніпропетровського університету,"ерія : Філософія. Соціологія. Політологія, Дніпро",http://nbuv.gov.ua/j-tit/vdufsp
Електромагнітна сумісність та безпека на залізничному транспорті,,http://nbuv.gov.ua/j-tit/esbzt
Миронівський вісник,Київ,http://nbuv.gov.ua/j-tit/myrbull
Науковий вісник Міжнародного гуманітарного університету,"ерія : Економіка і менеджмент, Одеса",http://nbuv.gov.ua/j-tit/Nvmgu_eim
Курбасівські читання,"Київ",http://nbuv.gov.ua/j-tit/Kurbas
"Збірник наукових праць Хмельницького інституту соціальних технологій Університету ""Україна""",Хмельницький,http://nbuv.gov.ua/j-tit/Znpkhist
"Технологічна освіта: досвід, перспективи, проблеми",,http://nbuv.gov.ua/j-tit/topdp
Український соціологічний журнал,Харків,http://nbuv.gov.ua/j-tit/Ukrsocj
Спортивні ігри,Харків,http://nbuv.gov.ua/j-tit/sporihry
Правничий часопис Європейського університету ,Київ,http://nbuv.gov.ua/j-tit/prch
Актуальні проблеми фізичної культури і спорту,Київ,http://nbuv.gov.ua/j-tit/apfkis
Вісник Донбаського державного педагогічного університету,"ерія : Соціально-філософські проблеми розвитку людини і суспільства, Слов'янськ",http://nbuv.gov.ua/j-tit/vddpucf
Електромеханічні і енергозберігаючі системи,,http://nbuv.gov.ua/j-tit/emezs
Мистецтво лікування,Львів,http://nbuv.gov.ua/j-tit/Ml
Науковий вісник Міжнародного гуманітарного університету,"ерія : Інформаційні технології та управління проектами, Одеса",http://nbuv.gov.ua/j-tit/Nvmgu_itup
Збірник наукових праць Хмельницького кооперативного торговельно-економічного інституту,Хмельницький,http://nbuv.gov.ua/j-tit/Znphktei
Технологічні комплекси,,http://nbuv.gov.ua/j-tit/Tehkom
Український соціум,Київ,http://nbuv.gov.ua/j-tit/Usoc
Способы и средства создания безопасных и здоровых условий труда в угольных шахтах,Макеевка,http://nbuv.gov.ua/j-tit/stsbtzu
Право і Безпека,Харків,http://nbuv.gov.ua/j-tit/Pib
Актуальні проблеми філології та перекладознавства,Хмельницький,http://nbuv.gov.ua/j-tit/apftp
Вісник Донбаської державної машинобудівної академії,Краматорськ,http://nbuv.gov.ua/j-tit/vddma
Електроніка та інформаційні технології,,http://nbuv.gov.ua/j-tit/Telt
Мистецтво та освіта,Київ,http://nbuv.gov.ua/j-tit/mtao
Науковий вісник Міжнародного гуманітарного університету,"ерія : Історія. Філософія. Політологія, Одеса",http://nbuv.gov.ua/j-tit/Nvmgu_ifpo
Збірник наукових праць Центру воєнно-стратегічних досліджень Національного університету оборони України імені Івана Черняховського,Київ,http://nbuv.gov.ua/j-tit/Znpcvsd
Технологія виробництва і переробки продукції тваринництва,,http://nbuv.gov.ua/j-tit/tvppt
Український стоматологічний альманах,Полтава,http://nbuv.gov.ua/j-tit/Usa
Сталий розвиток економіки,Хмельницький,http://nbuv.gov.ua/j-tit/sre
Право і суспільство,Дніпро,http://nbuv.gov.ua/j-tit/Pis
Актуальні проблеми філософії та соціології,Одеса,http://nbuv.gov.ua/j-tit/aprfc
Вісник Донбаської національної академії будівництва і архітектури,Макіївка,http://nbuv.gov.ua/j-tit/vdnaba
Електронне моделювання,,http://nbuv.gov.ua/j-tit/elmo
Мистецтвознавство,Львів,http://nbuv.gov.ua/j-tit/Myst
Науковий вісник Міжнародного гуманітарного університету,"ерія : Медицина, Одеса",http://nbuv.gov.ua/j-tit/Nvmgu_medf
Збірник наукових праць Черкаського державного технологічного університету,"ерія : Економічні науки, Черкаси",http://nbuv.gov.ua/j-tit/Znpchdtu
Технологія і техніка друкарства,,http://nbuv.gov.ua/j-tit/Titd
Український терапевтичний журнал,Київ,http://nbuv.gov.ua/j-tit/UTJ
Стандартизація. Сертифікація. Якість,Харків,http://nbuv.gov.ua/j-tit/ssia
Право США,Київ,http://nbuv.gov.ua/j-tit/prccha
Актуальні філософські та культурологічні проблеми сучасності,Київ,http://nbuv.gov.ua/j-tit/aftkps
Вісник Донецького інституту соціальної освіти,"ер. : Педагогіка, психологія, Донецьк",http://nbuv.gov.ua/j-tit/vdiso
Електротехніка і електромеханіка,,http://nbuv.gov.ua/j-tit/elem
Мистецтвознавство України,Київ,http://nbuv.gov.ua/j-tit/Mysu
Науковий вісник Міжнародного гуманітарного університету,"ерія : Філологія, Одеса",http://nbuv.gov.ua/j-tit/Nvmgu_filol
Збірник наукових праць: психологія,Івано-Франківськ,http://nbuv.gov.ua/j-tit/znpfsp
Типологія мовних значень у діахронічному та зіставному аспектах,,http://nbuv.gov.ua/j-tit/Tmz
Український фізичний журнал,Київ,http://nbuv.gov.ua/j-tit/UPhJ
Старожитності Лукомор’я,Миколаїв,http://nbuv.gov.ua/j-tit/ctarluk
Право та державне управління,Запоріжжя,http://nbuv.gov.ua/j-tit/Ptdu
Акустичний вісник,Київ,http://nbuv.gov.ua/j-tit/av
Вісник Донецького інституту соціальної освіти,"ер. : Філологія. Журналістика, Донецьк",http://nbuv.gov.ua/j-tit/vdisofj
Електротехніка та електроенергетика,,http://nbuv.gov.ua/j-tit/etee
Мистецтвознавчий автограф,"ерія : Педагогічні науки, Київ",http://nbuv.gov.ua/j-tit/mznav
Науковий вісник Міжнародного гуманітарного університету,"ерія : Юриспруденція, Одеса",http://nbuv.gov.ua/j-tit/Nvmgu_jur
Збірник праць Зоологічного музею,Київ,http://nbuv.gov.ua/j-tit/Zpzm
Товари і ринки,,http://nbuv.gov.ua/j-tit/tovary
Український хімічний журнал,Киев,http://nbuv.gov.ua/j-tit/UKhJh
Старожитності Північного Причорномор'я і Криму,Запоріжжя,http://nbuv.gov.ua/j-tit/sppk
Право та інновації,Харків,http://nbuv.gov.ua/j-tit/apir
Акушерство. Гінекологія. Генетика,Київ,http://nbuv.gov.ua/j-tit/agg
Вісник Донецького національного університету,"ер. Б : Гуманітарні науки, Вінниця",http://nbuv.gov.ua/j-tit/vdnug
Електротехнічні та комп’ютерні системи,,http://nbuv.gov.ua/j-tit/etks
Мистецтвознавчі записки,Хмельницький,http://nbuv.gov.ua/j-tit/Mz
Науковий вісник Мукачівського державного університету,"ер. : Економіка, Мукачево",http://nbuv.gov.ua/j-tit/nvmdue
Збірник праць Інституту математики Національної академії наук України,Київ,http://nbuv.gov.ua/j-tit/Zpim
Товарознавство та інновації,,http://nbuv.gov.ua/j-tit/Tti
Український часопис конституційного права,Львів,http://nbuv.gov.ua/j-tit/ukjourcoml
Статистика України,Київ,http://nbuv.gov.ua/j-tit/su
Право та інноваційне суспільство,Харків,http://nbuv.gov.ua/j-tit/pric
Альгологія,Київ,http://nbuv.gov.ua/j-tit/algol
Вісник Донецького національного університету,"ер. В : Економіка і право, Донецьк",http://nbuv.gov.ua/j-tit/vdnuv
Емінак,,http://nbuv.gov.ua/j-tit/eminak
"Мистецька освіта: зміст, технології, менеджмент",Ірпінь,http://nbuv.gov.ua/j-tit/Moztm
Науковий вісник Мукачівського державного університету,"ерія : Педагогіка та психологія, Мукачево",http://nbuv.gov.ua/j-tit/nvmdupp
Збірник праць Науково-дослідного інституту пресознавства,Львів,http://nbuv.gov.ua/j-tit/ZPNDZP
Товарознавчий вісник,,http://nbuv.gov.ua/j-tit/Tvis
Український часопис міжнародного права,Київ,http://nbuv.gov.ua/j-tit/Uchmp
Степи Європи в епоху середньовіччя,Донецьк,http://nbuv.gov.ua/j-tit/seves
Право та управління,Ірпінь,http://nbuv.gov.ua/j-tit/prtup
Альманах міжнародного права,Одеса,http://nbuv.gov.ua/j-tit/amp
Вісник Донецького національного університету економіки і торгівлі ім. Михайла Туган-Барановського,"ерія : Гуманітарні науки, Донецьк",http://nbuv.gov.ua/j-tit/vdnuetg
Ендоваскулярна нейрорентгенохірургія,,http://nbuv.gov.ua/j-tit/evnh
Митна безпека," Економіка, Київ",http://nbuv.gov.ua/j-tit/mb
Науковий вісник Національного гірничого університету,Дніпро,http://nbuv.gov.ua/j-tit/Nvngu
Зв'язок,Київ,http://nbuv.gov.ua/j-tit/Zvjazok
Торгівля і ринок України,,http://nbuv.gov.ua/j-tit/Tiru
Український щорічник міжнародного права,Київ,http://nbuv.gov.ua/j-tit/Ushchmp
Стиль і переклад,Київ,http://nbuv.gov.ua/j-tit/stt
Право Украины,Київ,http://nbuv.gov.ua/j-tit/prukro
Альманах права,Київ,http://nbuv.gov.ua/j-tit/ap
Вісник Донецького національного університету економіки і торгівлі ім. Михайла Туган-Барановського,"ерія : Економічні науки, Кривий Ріг",http://nbuv.gov.ua/j-tit/vdnuete
Ендокринологія,,http://nbuv.gov.ua/j-tit/enkrl
Митна безпека,"ерія : Право, Київ",http://nbuv.gov.ua/j-tit/cussec
Науковий вісник Національного університету біоресурсів і природокористування України,Київ,http://nbuv.gov.ua/j-tit/nvnau
Здобутки клінічної i експериментальної медицини,Тернопіль,http://nbuv.gov.ua/j-tit/Zkem
Травма,,http://nbuv.gov.ua/j-tit/Travma
Українські залізниці,Харків,http://nbuv.gov.ua/j-tit/ukrzal
Стиль і текст,Київ,http://nbuv.gov.ua/j-tit/sit
Право України,Київ,http://nbuv.gov.ua/j-tit/prukr
Американська історія та політика,Київ,http://nbuv.gov.ua/j-tit/ahp
Вісник Донецького національного університету економіки і торгівлі ім. Михайла Туган-Барановського,"ерія : Технічні науки, Донецьк",http://nbuv.gov.ua/j-tit/vdnuett
Енергетика і автоматика,,http://nbuv.gov.ua/j-tit/eia
Митна безпека,Львів,http://nbuv.gov.ua/j-tit/Mbez_ek
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Агрономія, Київ",http://nbuv.gov.ua/j-tit/nvnau_agr
Здоров'я дитини,Київ,http://nbuv.gov.ua/j-tit/Zd
Традиції та новації у вищій архітектурно-художній освіті,,http://nbuv.gov.ua/j-tit/Tnvakho
Уманська старовина,Умань,http://nbuv.gov.ua/j-tit/umanst
Стоматология: от науки к практике,Киев,http://nbuv.gov.ua/j-tit/sonkp
Право. Людина. Довкілля,Київ,http://nbuv.gov.ua/j-tit/lHE
Американські літературні студії в Україні,Київ,http://nbuv.gov.ua/j-tit/alsu
Вісник Донецького національного університету імені Василя Стуса,"ерія : Політичні науки, Вінниця",http://nbuv.gov.ua/j-tit/vdonnupn
Енергетика та електрифікація,,http://nbuv.gov.ua/j-tit/entel
Митна безпека,Київ,http://nbuv.gov.ua/j-tit/Mbez_pr
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Біологія, біотехнологія, екологія, Київ",http://nbuv.gov.ua/j-tit/nvnau_biol
Здоров'я суспільства,Київ,http://nbuv.gov.ua/j-tit/zdc
Траектория науки,,http://nbuv.gov.ua/j-tit/trna
Університет,Київ,http://nbuv.gov.ua/j-tit/Univer
Сторінки воєнної історії України,Київ,http://nbuv.gov.ua/j-tit/Sviur
Право.ua,Київ,http://nbuv.gov.ua/j-tit/pravo
Аналітика і влада,Київ,http://nbuv.gov.ua/j-tit/avlad
Вісник Донецького національного університету імені Василя Стуса,"ерія : Хімічні науки, Вінниця",http://nbuv.gov.ua/j-tit/vdnuvch
Енергетика та комп'ютерно-інтегровані технології в АПК,,http://nbuv.gov.ua/j-tit/ekit
Митна справа,Київ,http://nbuv.gov.ua/j-tit/Ms
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Ветеринарна медицина, якість і безпека продукції тваринництва, Київ",http://nbuv.gov.ua/j-tit/nvnau_vet
Здоров'я чоловіка,Київ,http://nbuv.gov.ua/j-tit/Zdmu
Трипільська цивілізація,,http://nbuv.gov.ua/j-tit/Trcyv
Університети і лідерство,Київ,http://nbuv.gov.ua/j-tit/univlead
Сторінки історії,Київ,http://nbuv.gov.ua/j-tit/Sisi
Правова держава,Київ,http://nbuv.gov.ua/j-tit/PrDe
Англістика та американістика,Дніпро,http://nbuv.gov.ua/j-tit/antame
Вісник Донецького національного університету,"ер. А : Природничі науки, Донецьк",http://nbuv.gov.ua/j-tit/vdnua
"Енергетика: економіка, технології, екологія",,http://nbuv.gov.ua/j-tit/eete
Міжнародна економічна політика,Донецьк,http://nbuv.gov.ua/j-tit/Mep
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Гуманітарні студії, Київ",http://nbuv.gov.ua/j-tit/nvnubgc
Здоровье женщины,Киев,http://nbuv.gov.ua/j-tit/Zdzh
Труди Київської Духовної Академії,,http://nbuv.gov.ua/j-tit/tkda
Університетська кафедра,Київ,http://nbuv.gov.ua/j-tit/Ukaf
Стратегічна панорама,Київ,http://nbuv.gov.ua/j-tit/Stpa
Правова держава,Одеса,http://nbuv.gov.ua/j-tit/Prav
Антропологічні виміри філософських досліджень,Дніпро,http://nbuv.gov.ua/j-tit/Avfd
Вісник Донецького університету економіки та права,Донецьк,http://nbuv.gov.ua/j-tit/vduetp
Енергоефективність в будівництві та архітектурі,,http://nbuv.gov.ua/j-tit/enef
Міжнародне право,Київ,http://nbuv.gov.ua/j-tit/mipr
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Державне управління, Київ",http://nbuv.gov.ua/j-tit/nvnau_du
Землевпорядний вісник,Київ,http://nbuv.gov.ua/j-tit/Zv
Університетська клініка,Донецьк,http://nbuv.gov.ua/j-tit/Unkl
Стратегічні пріоритети,Київ,http://nbuv.gov.ua/j-tit/spa
Правова інформатика,Київ,http://nbuv.gov.ua/j-tit/Pinform
Аркадіа,Одеса,http://nbuv.gov.ua/j-tit/ark
Вісник Донецької академії автомобільного транспорту,Донецьк,http://nbuv.gov.ua/j-tit/Vdiat
Енциклопедичний вісник України,,http://nbuv.gov.ua/j-tit/entsvuk
Міжнародний вісник медицини,Київ,http://nbuv.gov.ua/j-tit/Mvm
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Економіка, аграрний менеджмент, бізнес, Київ",http://nbuv.gov.ua/j-tit/nvnau_econ
Землеробство,Київ,http://nbuv.gov.ua/j-tit/Zemlerobstvo
Університетські наукові записки,Івано-Франківськ,http://nbuv.gov.ua/j-tit/Unz
Стратегічні пріоритети,"ерія : Економіка, Київ",http://nbuv.gov.ua/j-tit/spe
Правова позиція,Дніпро,http://nbuv.gov.ua/j-tit/vamsup
Арт-платФОРМА,Київ,http://nbuv.gov.ua/j-tit/artpl
Вісник економіки транспорту і промисловості,Харків,http://nbuv.gov.ua/j-tit/Vetp
Естетика і етика педагогічної дії,,http://nbuv.gov.ua/j-tit/eepd
Міжнародний вісник: Культурологія. Філологія. Музикознавство,Харків,http://nbuv.gov.ua/j-tit/mvkfm
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Лісівництво та декоративне садівництво, Київ",http://nbuv.gov.ua/j-tit/nvnau_lis
Землеустрій і кадастр,Київ,http://nbuv.gov.ua/j-tit/Zik
Університетські наукові записки,Хмельницький,http://nbuv.gov.ua/j-tit/Unzap
Стратегічні пріоритети,"ерія : Політика, Київ",http://nbuv.gov.ua/j-tit/sppol
Правова просвіта,Київ,http://nbuv.gov.ua/j-tit/pravprs
Арт-простір,Київ,http://nbuv.gov.ua/j-tit/artsp
Вісник економічної науки України,Київ,http://nbuv.gov.ua/j-tit/Venu
Етнічна історія народів Європи,,http://nbuv.gov.ua/j-tit/eine
Міжнародний ендокринологічний журнал,Київ,http://nbuv.gov.ua/j-tit/Mezh
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Педагогіка, психологія, філософія, Київ",http://nbuv.gov.ua/j-tit/nvnau_ped
"Землеустрій, кадастр і моніторинг земель",Київ,http://nbuv.gov.ua/j-tit/Zemleustriy
Упаковка,Київ,http://nbuv.gov.ua/j-tit/Upakovka
Стратегічні пріоритети,"ерія : Філософія, Київ",http://nbuv.gov.ua/j-tit/stprf
Правове регулювання економіки,Київ,http://nbuv.gov.ua/j-tit/pre
Артиллерийское и стрелковое вооружение,Киев,http://nbuv.gov.ua/j-tit/asv
Вісник епілептології,Київ,http://nbuv.gov.ua/j-tit/Visep
Етномузика,,http://nbuv.gov.ua/j-tit/etmuz
Міжнародний медичний журнал,"ерія : Економічні науки, Київ",http://nbuv.gov.ua/j-tit/Mmzh
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Право, Київ",http://nbuv.gov.ua/j-tit/nvnau_prav
Зерно і хліб,Київ,http://nbuv.gov.ua/j-tit/Zikh
Управління економікою: теорія та практика,Київ,http://nbuv.gov.ua/j-tit/Ue
Стратегія економічного розвитку України,Київ,http://nbuv.gov.ua/j-tit/seru
"Правове, нормативне та метрологічне забезпечення систем захисту інформації в Україні",Київ,http://nbuv.gov.ua/j-tit/SZIU
Археологический альманах,Донецк,http://nbuv.gov.ua/j-tit/arhalm
Вісник Житомирського державного технологічного університету,"ерія : Технічні науки, Житомир",http://nbuv.gov.ua/j-tit/Vzhdtu
Етнос і культура,,http://nbuv.gov.ua/j-tit/etnik
"Міжнародний науковий журнал ""Інтернаука"" ","ерія : Юридичні науки, Київ",http://nbuv.gov.ua/j-tit/mnj
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Техніка та енергетика АПК, Київ",http://nbuv.gov.ua/j-tit/nvnau_tech
Зернові культури,Дніпро,http://nbuv.gov.ua/j-tit/grcr
Управління проектами та розвиток виробництва,Луганськ,http://nbuv.gov.ua/j-tit/Uprv
Стратегія і механізми регулювання промислового розвитку,Київ,http://nbuv.gov.ua/j-tit/sim
Правовий вісник Української академії банківської справи,Суми,http://nbuv.gov.ua/j-tit/Pvuabs
Археологічні дослідження Львівського університету,Львів,http://nbuv.gov.ua/j-tit/arhdly
Вісник Житомирського державного університету імені Івана Франка ,Житомир,http://nbuv.gov.ua/j-tit/VZhDU
Ефективна економіка,,http://nbuv.gov.ua/j-tit/efek
"Міжнародний науковий журнал ""Інтернаука""",Київ,http://nbuv.gov.ua/j-tit/mnjie
Науковий вісник Національного університету біоресурсів і природокористування України,"ерія : Технологія виробництва і переробки продукції тваринництва, Київ",http://nbuv.gov.ua/j-tit/nvnau_tevppt
Зернові продукти і комбікорми,Одеса,http://nbuv.gov.ua/j-tit/Zpik
"Управління проектами, системний аналіз і логістика",Київ,http://nbuv.gov.ua/j-tit/Upsal
Стратегія розвитку України,Київ,http://nbuv.gov.ua/j-tit/sru
Правовий часопис Донбасу,Кривий Ріг,http://nbuv.gov.ua/j-tit/pppd
Археологія,Kyiv,http://nbuv.gov.ua/j-tit/arhl
Вісник Житомирського державного університету імені Івана Франка," Педагогічні науки, Житомир",http://nbuv.gov.ua/j-tit/VZhDUP
Ефективне кролівництво і звірівництво,,http://nbuv.gov.ua/j-tit/efeckrzv
"Міжнародний науковий журнал ""Інтернаука""",Харків,http://nbuv.gov.ua/j-tit/mnjiu
